floor_id,floor_name,booth,desk,distance,partner_flg,partner2_flg,open_time_weekday,close_time_weekday,open_time_saturday,close_time_saturday,open_time_sunday,close_time_sunday,address_detail,floor_name_kana,type,telecube_id,type_name
532,JR新宿ミライナタワー　５F オフィスロビーエスカレーター正面,"true","false",5909.0646389453705,"false",0,07:00,20:30,,,,,東京都新宿区 新宿4-1-6 JR新宿ミライナタワー,JRシンジュクエキミライナタワー5Fオフィスロビー　エスカレーターショウメン,2,989,BOOTH
521,会津若松駅改札外,"true","false",203229.9274502757,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,福島県会津若松市 駅前町1-1 会津若松駅,アイヅワカマツエキカイサツガイ,2,974,BOOTH
640,青森空港旅客ターミナルビル1F(国内線チケットロビー内),"true","false",567105.4982515447,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,青森県青森市 大字大谷字小谷1-5 青森空港ビル,アオモリクウコウリョカクターミナルビル,2,1242,BOOTH
59,赤羽駅南改札外,"true","false",11391.67941896317,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都北区 赤羽 １丁目 １ 赤羽駅,アカバネエキミナミカイサツガイ,2,153,BOOTH
586,赤羽駅南改札外（東口側）,"true","false",11475.110200907187,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都北区 赤羽1-1-1 赤羽駅,アカバネエキミナミカイサツガイ(ヒガシグチガワ),2,736,BOOTH
514,昭島駅改札外,"true","false",36871.69226727524,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都昭島市昭和町 2-1-10 昭島駅,アキシマエキカイサツガイ,2,966,BOOTH
96,秋田駅みどりの窓口内,"true","false",449067.55256866204,"false",0,07:00,20:00,07:00,20:00,07:00,20:00,秋田県秋田市 中通 ７丁目 １ ２,アキタエキミドリノマドグチナイ,2,229,BOOTH
343,秋田空港出発ロビー横,"true","false",438077.39452812064,"false",0,07:00,19:30,07:00,19:30,07:00,19:30,秋田県秋田市 雄和椿川字山籠49番地,アキタクウコウシュッパツロビーヨコ,2,767,BOOTH
56,秋葉原駅中央改札外,"true","false",2007.5549372546006,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都千代田区 外神田 １丁目 秋葉原駅,アキハバラチュウオウカイサツガイ,2,147,BOOTH
182,秋葉原ワシントンホテル,"false","false",1898.9917619027253,"true",0,08:00,19:00,08:00,19:00,08:00,19:00,東京都千代田区神田佐久間町 1－8－3,アキハバラワシントンホテル,3,420,ホテルシェアオフィス
331,上尾駅改札内,"true","false",36165.175115503975,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,埼玉県上尾市 柏座 １丁目 1-18,アゲオエキカイサツナイ,2,742,BOOTH
445,浅草橋駅改札外,"true","false",2526.2854982478243,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都台東区 浅草橋1-18-11 浅草橋駅,アサクサバシエキカイサツガイ,2,913,BOOTH
335,アトリエアルヴェ（秋田駅直結）,"false","false",448936.66386747756,"true",1,09:00,20:00,09:00,20:00,09:00,20:00,秋田県秋田市東通仲町 ４番１号 秋田拠点センターアルヴェ２階　アルヴェシアター施設内,アトリエアルヴェアキタエキチョッケツ,3,746,その他(WeWork等)
466,アトレ取手２F,"true","false",35926.73757997639,"false",0,10:00,20:30,10:00,19:30,10:00,19:30,茨城県取手市 中央町2-5,アトレトリデニカイ,2,944,BOOTH
413,我孫子駅改札外,"true","false",30649.635322886665,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,千葉県我孫子市本町 2丁目1番1号 我孫子駅,アビコエキ,2,860,BOOTH
626,.andwork 麻布十番,"false","false",4041.740000990784,"true",1,08:00,22:00,08:00,22:00,08:00,22:00,東京都港区 麻布十番1丁目5番23号 ルネ麻布十番ビル 2F,アンドワークアザブジュウバン,3,1221,その他(WeWork等)
630,.andwork 大阪,"false","false",403373.06691323634,"true",1,08:00,22:00,08:00,22:00,08:00,22:00,大阪府大阪市中央区南本町 1-5-11 THE LIVELY 大阪本町内,アンドワークオオサカ,3,1229,その他(WeWork等)
632,.andwork 沖縄,"false","false",1557597.4213095247,"true",1,07:00,22:00,07:00,22:00,07:00,22:00,沖縄県那覇市 松山2丁目3-11 ＥＳＴＩＮＡＴＥ ＨＯＴＥＬ NAHA内,アンドワークオキナワ,3,1233,その他(WeWork等)
629,.andwork 京都(半個室),"false","false",370968.66582410864,"true",1,08:00,22:00,08:00,22:00,08:00,22:00,京都府京都市中京区山崎町 235 ミレニアルズ京都内,アンドワークキョウト(ハンコシツ),3,1227,その他(WeWork等)
628,.andwork 京都(ｵｰﾌﾟﾝﾗｳﾝｼﾞ),"false","false",370968.54988065327,"true",1,08:00,22:00,08:00,22:00,08:00,22:00,京都府京都市中京区山崎町 ２３５ ミレニアルズ京都内,アンドワークキョウト(ｵｰﾌﾟﾝﾗｳﾝｼﾞ),3,1225,その他(WeWork等)
625,.andwork 渋谷(半個室),"false","false",6403.713177782883,"true",1,08:00,20:00,08:00,20:00,08:00,20:00,東京都渋谷区 神南1丁目20番13号 The Millennials 渋谷内,アンドワークシブヤ(ハンコシツ),3,1219,その他(WeWork等)
624,.andwork 渋谷(ｵｰﾌﾟﾝﾗｳﾝｼﾞ),"false","false",6394.935253400062,"true",1,08:00,22:00,08:00,22:00,08:00,22:00,東京都渋谷区 神南1丁目20番13号 The Millennials 渋谷内,アンドワークシブヤ(ｵｰﾌﾟﾝﾗｳﾝｼﾞ),3,1217,その他(WeWork等)
631,.andwork 福岡(半個室),"false","false",888635.3533456773,"true",1,08:00,22:00,08:00,22:00,08:00,22:00,福岡県福岡市博多区 中洲5-2-18 THE LIVELY 福岡博多内,アンドワークフクオカ(ハンコシツ),3,1231,その他(WeWork等)
165,飯田橋駅東口改札内,"true","false",3027.613440039689,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都千代田区 飯田橋 ４丁目 ９－５ 飯田橋駅,イイダバシエキヒガシグチカイサツナイ,2,366,BOOTH
516,飯山駅改札外,"true","false",180788.54690992605,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,長野県飯山市 飯山770-3 飯山駅,イイヤマエキカイサツガイ,2,969,BOOTH
9,池袋駅メトロポリタン改札内※ブース内ビジネスコンテンツ無料実証実験中,"true","false",7301.195916168001,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都豊島区 西池袋 １丁目 １ ２５,イケブクロエキメトロポリタンカイサツナイ,2,37,BOOTH
474,コワーキングスペース いこいヴィラ(軽井沢),"false","false",129669.6554139233,"true",1,09:00,17:00,09:00,17:00,09:00,17:00,長野県北佐久郡軽井沢町 長倉3391-3,イコイヴィラ,3,959,その他(WeWork等)
402,石川町駅中華街口改札外,"true","false",29087.499241828136,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,神奈川県横浜市中区石川町 二丁目７２番地 石川町（元町・中華街）駅,イシカワチョウエキチュウカガイグチカイサツガイ,2,850,BOOTH
362,石川町駅元町口改札外,"true","false",29135.427883378794,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,神奈川県横浜市中区石川町 二丁目７２番地,イシカワチョウエキモトマチグチカイサツガイ,2,795,BOOTH
414,市ケ谷駅改札外,"true","false",3000.4266368118133,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都千代田区 五番町 2番地,イチガヤエキカイサツガイ,2,853,BOOTH
404,一ノ関駅西口改札外,"true","false",380079.9101551746,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,岩手県一関市 駅前 67 一ノ関駅,イチノセキエキニシグチカイサツガイ,2,854,BOOTH
325,稲毛駅改札内,"true","false",29939.77429208178,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,千葉県千葉市 稲毛東 ３丁目 １９番２２号,イナゲエキカイサツナイ,2,729,BOOTH
451,稲毛海岸駅改札内,"true","false",28379.00206625964,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,千葉県千葉市美浜区 高州3-24-1 稲毛海岸駅,イナゲカイガンエキカイサツナイ,2,922,BOOTH
32,いわき駅改札内,"true","false",183167.27552021082,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,福島県いわき市 平 田町 １０３,イワキエキカイサツナイ,2,88,BOOTH
208,WeWork アイスバーグ,"false","false",5861.970974344994,"true",1,09:00,20:00,,,,,東京都渋谷区 神宮前6-12-18,ウィーワークアイスバーグ,3,503,その他(WeWork等)
218,WeWork アークヒルズサウス,"false","false",2990.0041226992053,"true",1,09:00,18:00,,,,,東京都港区 六本木 1-4-5 16F,ウィーワークアークヒルズサウス,3,524,その他(WeWork等)
209,WeWork オーシャンゲートみなとみらい,"false","false",27509.094079328508,"true",1,09:00,20:00,,,,,神奈川県横浜市西区 みなとみらい3-7-1,ウィーワークオーシャンゲートミナトミライ,3,505,その他(WeWork等)
538,WeWork KABUTO ONE,"false","false",1068.70101464241,"true",1,09:00,18:00,,,,,東京都中央区 日本橋兜町7 KABUTO ONE9F,ウィーワークカブトワン,3,1014,その他(WeWork等)
236,WeWork 神谷町トラストタワー,"false","false",2611.4020380578722,"true",1,09:00,20:00,,,,,東京都港区 虎ノ門4-1-1 23F,ウィーワークカミヤチョウトラストタワー,3,558,その他(WeWork等)
227,WeWork KANDA SQUARE,"false","false",1347.7449370436595,"true",1,09:00,18:00,,,,,東京都千代田区神田錦町 2-2-1 11F,ウィーワークカンダスクエア,3,522,その他(WeWork等)
220,WeWork 銀座シックス,"false","false",1282.215090581887,"true",1,09:00,18:00,,,,,東京都中央区 銀座6-10-1 13F,ウィーワークギンザシックス,3,530,その他(WeWork等)
239,WeWork グローバルゲート名古屋,"false","false",268074.341783807,"true",1,09:00,20:00,,,,,愛知県名古屋市中村区平池町 4-60-12 11F,ウィーワークグローバルゲートナゴヤ,3,564,その他(WeWork等)
228,WeWork KDX虎ノ門一丁目,"false","false",2013.4379667014957,"true",1,09:00,18:00,,,,,東京都港区 虎ノ門1-10-5 11F,ウィーワークケーディーエックストラノモンイッチョウメ,3,548,その他(WeWork等)
237,WeWork ゲイツ福岡,"false","false",888524.7373881311,"true",1,09:00,20:00,,,,,福岡県福岡市博多区 中洲3-7-24 11F,ウィーワークゲイツフクオカ,3,560,その他(WeWork等)
225,WeWork 麹町 (旧 WeWork 東急四谷),"false","false",3155.562652144088,"true",1,09:00,20:00,,,,,東京都千代田区麹町 6-6 5F,ウィーワークコウジマチ(キュウウィーワークトウキュウヨツヤ),3,544,その他(WeWork等)
241,WeWork 三宮プラザEAST,"false","false",430320.56871494174,"true",1,09:00,18:00,,,,,兵庫県神戸市中央区 磯上通7-1-5 10F,ウィーワークサンノミヤプラザイースト,3,568,その他(WeWork等)
206,WeWork 渋谷スクランブルスクエア,"false","false",6334.153207877416,"true",1,09:00,20:00,,,,,東京都渋谷区 渋谷2-24-1,ウィーワークシブヤスクランブルスクエア,3,481,その他(WeWork等)
238,WeWork 城山トラストタワー,"false","false",2611.4020380578722,"true",1,09:00,18:00,,,,,東京都東京都港区虎ノ門 4 -3-1 21F,ウィーワークシロヤマトラストタワー,3,562,その他(WeWork等)
219,WeWork 新橋,"false","false",2547.286814735369,"true",1,09:00,18:00,,,,,東京都港区 新橋 6-19-13,ウィーワークシンバシ,3,528,その他(WeWork等)
233,WeWork ジ アーガイル アオヤマ,"false","false",4760.931278322118,"true",1,09:00,18:00,,,,,東京都港区 北青山 2-14-4 6F,ウィーワークジアーガイルアオヤマ,3,542,その他(WeWork等)
235,WeWork JR仙台イーストゲートビル,"false","false",302999.4470684637,"true",1,09:00,18:00,,,,,宮城県仙台市宮城野区 榴岡1-1-1 JR仙台イーストゲートビル 2F,ウィーワークジェイアールセンダイイーストゲートビル,3,556,その他(WeWork等)
226,WeWork 神保町,"false","false",1801.3119076483358,"true",1,09:00,18:00,,,,,東京都千代田区神田神保町 2 - 11 - 15 2F,ウィーワークジンボウチョウ,3,546,その他(WeWork等)
242,WeWork 大名,"false","false",889677.646130937,"true",1,09:00,18:00,,,,,福岡県福岡市中央区 大名1-1-29,ウィーワークダイミョウ,3,570,その他(WeWork等)
229,WeWork Daiwa 晴海,"false","false",3233.8534878323017,"true",1,09:00,18:00,,,,,東京都中央区 晴海3-10-1 Daiwa晴海ビル 2F,ウィーワークダイワハルミ,3,550,その他(WeWork等)
230,WeWork TK池田山,"false","false",7132.463205783689,"true",1,09:00,18:00,,,,,東京都品川区 東五反田5-22-33,ウィーワークティーケーイケダヤマ,3,554,その他(WeWork等)
234,WeWork Dタワー西新宿,"false","false",7085.0578118846115,"true",1,09:00,18:00,,,,,東京都新宿区 西新宿 6-11-3 16F,ウィーワークディータワーニシシンジュク,3,552,その他(WeWork等)
222,WeWork 東京スクエアガーデン,"false","false",600.1136848709107,"true",1,09:00,18:00,,,,,東京都中央区 京橋3-1-1 14F,ウィーワークトウキョウスクエアガーデン,3,536,その他(WeWork等)
210,WeWork なんばスカイオ,"false","false",404591.5556935105,"true",1,09:00,18:00,,,,,大阪府大阪市中央区 難波5-1-60,ウィーワークナンバスカイオ,3,507,その他(WeWork等)
232,WeWork 日テレ四谷ビル,"false","false",2967.9707206173,"true",1,09:00,18:00,,,,,東京都千代田区麹町 5-3-23 1F,ウィーワークニッテレヨツヤビル,3,534,その他(WeWork等)
223,WeWork 乃木坂,"false","false",3916.5866132760093,"true",1,09:00,18:00,,,,,東京都港区 南青山1-24-3,ウィーワークノギザカ,3,538,その他(WeWork等)
205,WeWork ハレザ池袋,"false","false",7301.388819301838,"true",1,09:00,20:00,,,,,東京都豊島区 東池袋 1-18-1,ウィーワークハレザイケブクロ,3,477,その他(WeWork等)
231,WeWork 半蔵門PREX South,"false","false",2342.33776633067,"true",1,09:00,18:00,,,,,東京都千代田区麹町 2-5-1 2F,ウィーワークハンゾウモンプレックスサウス,3,526,その他(WeWork等)
221,WeWork 日比谷パークフロント,"false","false",1639.0558581444923,"true",1,09:00,18:00,,,,,東京都千代田区内幸町 2-1-6 19F,ウィーワークヒビヤパークフロント,3,532,その他(WeWork等)
384,WeWork 日比谷 FORT TOWER,"false","false",1739.2676090206064,"true",1,09:00,18:00,,,,,東京都港区 西新橋1-1-1 日比谷 FORT TOWER 10F,ウィーワークヒビヤフォートタワー,3,820,その他(WeWork等)
213,WeWork 丸の内北口,"false","false",302.22882286594154,"true",1,09:00,20:00,,,,,東京都千代田区 丸の内 1-6-5,ウィーワークマルノウチキタグチ,3,515,その他(WeWork等)
211,WeWork 御堂筋フロンティア,"false","false",403545.45272836176,"true",1,09:00,20:00,,,,,大阪府大阪市北区 曾根崎新地1-13-22,ウィーワークミドウスジフロンティア,3,509,その他(WeWork等)
224,WeWork メトロポリタンプラザ,"false","false",7384.495166837074,"true",1,09:00,18:00,,,,,東京都豊島区 西池袋 1-11-1 14F,ウィーワークメトロポリタンプラザ,3,540,その他(WeWork等)
240,WeWork LINKS UMEDA,"false","false",403674.4733953931,"true",1,09:00,18:00,,,,,大阪府大阪市北区大深町 1-1 8F,ウィーワークリンクスウメダ,3,566,その他(WeWork等)
207,WeWork リンクスクエア新宿,"false","false",5783.573715460716,"true",1,09:00,20:00,,,,,東京都渋谷区 千駄ケ谷5-27-5,ウィーワークリンクスクエアシンジュク,3,493,その他(WeWork等)
408,上野駅入谷改札外,"true","false",3781.1903966803056,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都台東区 上野 ７丁目 １－１ 上野駅,ウエノエキイリヤカイサツガイ,2,857,BOOTH
409,上野駅不忍改札外,"true","false",3783.2723465573204,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都台東区 上野 ７丁目 １－１ 上野駅,ウエノエキシノバズカイサツガイ,2,859,BOOTH
244,上野駅中央改札外,"true","false",3742.7155735260944,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都台東区 上野7丁目1-1,ウエノエキチュウオウカイサツガイ,2,446,BOOTH
410,上野駅中央改札外2階,"true","false",3778.6552306030376,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都台東区 上野 ７丁目 １ １,ウエノエキチュウオウカイサツガイニカイ,2,448,BOOTH
533,ウォーターズ竹芝,"true","false",2850.5391145557683,"false",0,08:00,18:30,,,,,東京都港区 海岸1-10-30 ウォーターズ竹芝,ウォーターズタケシバ,2,993,BOOTH
5,ecute立川3F JJ+T内※ブース内ビジネスコンテンツ無料実証実験中,"true","false",32025.530687989965,"false",0,10:00,21:30,10:00,21:00,10:00,21:00,東京都立川市 柴崎町 ３丁目 １ １,エキュートタチカワ3FJJ+Tナイ,2,21,BOOTH
428,越後湯沢駅改札外,"true","false",163617.9160353678,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,新潟県南魚沼郡 湯沢町大字湯沢主水2427番地 越後湯沢駅,エチゴユザワエキカイサツガイ,2,883,BOOTH
531,恵比寿駅東口改札外,"true","false",6379.861252241165,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都渋谷区 恵比寿南1-5-5 恵比寿駅,エビスエキヒガシグチカイサツガイ,2,988,BOOTH
548,大阪ノースゲートビルディング 3Fエントランス,"true","false",403797.13998185284,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,大阪府大阪市北区 梅田3-1-3 ノースゲートビルディング3階 大阪駅,オオサカノースゲートビルディングサンカイエントランス,2,1071,BOOTH
534,大崎駅改札内（Dila大崎付近）,"true","false",7642.138071120204,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都品川区 大崎1-21-4 大崎駅,オオサキエキカイサツナイ,2,994,BOOTH
62,大崎駅北改札内,"true","false",7641.80716353437,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都品川区 大崎 １丁目 ２１ ４,オオサキエキキタカイサツナイ,2,160,BOOTH
368,大船駅北改札外,"true","false",42194.85161766075,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,神奈川県鎌倉市 大船 １丁目 １番１号 大船駅,オオフナエキキタカイサツガイ,2,806,BOOTH
398,大船駅南改札外,"true","false",42104.976633085724,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,神奈川県鎌倉市 大船 １丁目 1-1 大船駅,オオフナエキミナミカイサツガイ,2,844,BOOTH
512,大甕駅改札内待合室,"true","false",120065.50702926208,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,茨城県日立市 大甕町2-23-10 大甕駅,オオミカエキカイサツナイマチアイシツ,2,963,BOOTH
600,大宮駅改札外(えきたびマーケット内),"true","false",28120.9425113216,"false",0,10:00,20:45,10:00,20:45,10:00,20:45,埼玉県さいたま市大宮区 錦町630番地 大宮駅,オオミヤエキカイサツガイ(エキタビマーケットナイ),2,1102,BOOTH
70,大宮駅改札外(南改札側),"true","false",28035.045358316525,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,埼玉県さいたま市 錦町 ６３０,オオミヤエキカイサツガイミナミカイサツガワ,2,178,BOOTH
69,大宮駅改札内(中央改札南),"true","false",28067.31088585529,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,埼玉県さいたま市 錦町 大宮駅,オオミヤエキカイサツナイチュウオウカイサツミナミ,2,176,BOOTH
347,大宮駅新幹線北改札内,"true","false",28116.423074298447,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,埼玉県さいたま市 錦町 630 大宮駅,オオミヤエキシンカンセンキタカイサツナイ,2,772,BOOTH
354,大宮ＪＰビルディング,"true","false",28045.75387124608,"false",0,07:30,19:45,,,,,埼玉県さいたま市大宮区桜木町 １丁目11-20,オオミヤジェービービルディング,2,770,BOOTH
439,御徒町駅北口改札外,"true","false",3026.865831787695,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都台東区 上野5-27-8 御徒町駅,オカチマチエキキタグチカイサツガイ,2,902,BOOTH
438,御徒町駅北口改札内,"true","false",3012.083424644148,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都台東区 上野5-27-8 御徒町駅,オカチマチエキキタグチカイサツナイ,2,901,BOOTH
547,岡山駅新幹線待合室内,"true","false",544485.795951423,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,岡山県岡山市北区 駅元町１−１ 岡山駅,オカヤマエキシンカンセンマチアイシツナイ,2,1070,BOOTH
415,桶川駅改札外,"true","false",39685.08738733383,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,埼玉県桶川市南 １丁目1-1 桶川駅,オケガワエキカイサツガイ,2,861,BOOTH
328,御茶ノ水駅お茶の水橋口改札内,"true","false",2055.413247908882,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都千代田区 神田駿河台2-6 御茶ノ水駅,オチャノミズエキオチャノミズバシグチカイサツナイ,2,912,BOOTH
385,小山駅在来線改札内,"true","false",70181.76205375587,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,栃木県小山市城山町 3丁目22号,オヤマエキザイライセンカイサツナイ,2,775,BOOTH
348,小山駅新幹線改札内,"true","false",70198.5304690654,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,栃木県小山市 城山町 3丁目 3番22号,オヤマエキシンカンセンカイサツナイ,2,774,BOOTH
64,海浜幕張駅改札内,"true","false",25232.18723001339,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,千葉県千葉市 ひび野 ２丁目 １１０,カイヒンマクハリエキカイサツナイ,2,165,BOOTH
450,葛西臨海公園駅改札内,"true","false",9635.16703478538,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,東京都江戸川区 臨海町6-3-5 葛西臨海公園駅,カサイリンカイコウエンエキカイサツナイ,2,920,BOOTH
422,鹿島田駅改札内,"true","false",16627.777266042518,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,神奈川県川崎市幸区 鹿島田1-17-14 鹿島田駅,カシマダエキカイサツナイ,2,874,BOOTH
437,柏駅南口改札内,"true","false",27291.113515482273,"false",0,07:00,21:30,07:00,21:30,07:00,21:30,千葉県柏市 柏1-1-1 柏駅,カシワエキミナミグチカイサツナイ,2,900,BOOTH
256,Kashiwa grand～シェアオフィス＆コワーキングスペース～,"false","false",27329.85666724421,"true",1,08:30,21:00,10:00,20:00,10:00,20:00,千葉県柏市 末広町1-1 柏髙島屋ステーションモール新館 専門店12階,カシワグランドシェアオフィスアンドコワーキングスペース,3,596,その他(WeWork等)
